"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GJFLXSJJ","journalArticle","1961","Dunst, Günter","Zu den altmilesischen Phylen","Forschungen und Fortschritte","","","","","","1961","2021-12-13 10:56:37","2022-12-15 17:36:45","","272-273","","","35","","FuF","","","","","","","","","","","","","","","Citation Key: dunst_AltmilesischenPhylen_1961","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B32BFU5U","journalArticle","1960","Kleiner, Gerhard","Die Ausgrabungen beim Athena-Tempel in Milet 1957 VI. Die Grabung im Norden des Athena-Tempels","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:52:37","2022-12-15 17:36:47","","86-96","","","9/10","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: kleiner_AusgrabungenBeimAthenaTempel_1960","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPKJDQ7M","journalArticle","1960","Mallwitz, Alfred","Die Ausgrabungen beim Athena-Tempel in Milet 1957 IV. Zur mykenischen Befestigung von Milet","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:50:51","2022-12-15 17:36:47","","67-76","","","9/10","","IstMitt","","","","","","","","","","","","","","","Citation Key: mallwitz_AusgrabungenBeimAthenaTempel_1960a","","","","07 Architektur; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena; 07-02 Architektur: Stadtmauern und Wehranlagen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VT5G6D9H","journalArticle","1960","Mallwitz, Alfred","Die Ausgrabungen beim Athena-Tempel in Milet 1957 V. Eine Kultstätte im Athenaheiligtum","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:43:20","2022-12-15 17:36:47","","76-85","","","9/10","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: mallwitz_AusgrabungenBeimAthenaTempel_1960","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LV6DX6VZ","journalArticle","1960","Robert, Louis","Inscriptions de Didymes et de Milet 1","Hellenika. Jahrbuch für die Freunde Griechenlands","","","","","","1960","2021-12-13 10:39:48","2022-12-15 17:36:46","","440-489","","","11/12","","HellenikaJb","","","","","","","","","","","","","","","Citation Key: robert_InscriptionsDidymesMilet_1960","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RFWKDF6","journalArticle","1960","Stamatis, Evangelos","Über Thales von Milet","Das Altertum","","","","","","1960","2021-12-13 10:36:38","2022-12-15 17:36:46","","93-103","","2","6","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: stamatis_UberThalesMilet_1960","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HQBA2JL","journalArticle","1960","Weickert, Carl; Hommel, Peter; Kleiner, Gerhard; Mallwitz, Alfred; Schiering, Wolfgang","Die Ausgrabungen am Athena-Tempel in Milet 1957","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:30:40","2022-12-15 17:36:46","","1-96","","","9/10","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: weickert_AusgrabungenAmAthenaTempel_1960","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","Hommel, Peter; Kleiner, Gerhard; Mallwitz, Alfred; Schiering, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7NHA4PB","journalArticle","1960","Weickert, Carl","Die Ausgrabungen beim Athena-Tempel in Milet 1957. Der Westabschnitt.","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:28:24","2022-12-15 17:36:46","","61-66","","","9/10","","IstMitt","","","","","","","","","","","","","","","Citation Key: weickert_AusgrabungenBeimAthenaTempel_1960","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZBEQ9KS","journalArticle","1960","Welz, Karl","Kleinmünzen aus Milet","Schweizer Münzblätter","","","10.5169/seals-170657","","","1960","2021-12-13 10:23:32","2023-01-27 10:30:53","","99-101","","","10","","SchwMüBl","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: welz_KleinmunzenAusMilet_1960","","","","03 Funde aus Milet; 03-09 Funde: Münzen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NDGCM8N","bookSection","1959","Kleiner, Gerhard","Entdeckung und Ausgrabung des Panionion","Neue deutsche Ausgrabungen im Mittelmeergebiet und im Vorderen Orient","","","","","","1959","2021-12-13 10:18:14","2022-12-15 17:36:48","","172-180","","","","","","","","","","","Gebr. Mann Verlag","Berlin","","","","","","","","Citation Key: kleiner_EntdeckungUndAusgrabung_1959","","","","Panionion; 13 Umlandforschung","","Boehringer, Erich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9K4BWTV","journalArticle","1960","Schiering, Wolfgang","Die Ausgrabung beim Athena-Tempel in Milet 1957 I. Südabschnitt","Istanbuler Mitteilungen","","","","","","1960","2021-12-13 10:11:37","2022-12-15 17:36:46","","4-30","","","9/10","","IstMitt","","","","","","","","","","","","","","","Citation Key: schiering_AusgrabungBeimAthenaTempel_1960","","","","01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4XY48PA","bookSection","1959","Weickert, Carl","Neue Ausgrabungen in Milet","Neue deutsche Ausgrabungen im Mittelmeergebiet und im Vorderen Orient","","","","","","1959","2021-12-13 10:05:49","2022-12-15 17:36:47","","181-196","","","","","","","","","","","Gebr. Mann Verlag","Berlin","","","","","","","","Citation Key: weickert_NeueAusgrabungenMilet_1959","","","","01 Grabungs und Arbeitsberichte; 03 Funde aus Milet; 03-02 Funde: Varia","","Boehringer, Erich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRFGFWLD","journalArticle","1954","Darsow, Wolfgang","Die Kore des Anaximandros","Jahrbuch des Deutschen Archäologischen Instituts","","","","","","1954","2021-12-13 09:53:22","2022-12-15 17:36:49","","101-117","","","69","","JdI","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: darsow_KoreAnaximandros_1954","","","","03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFBGZN8B","journalArticle","1954","Earp, A. J.","Athens and Miletos ca 450 B. C.","Phoenix. The Journal of the Classical Association of Canada","","","10.2307/1086124","","","1954","2021-12-13 09:48:40","2022-12-20 10:16:11","","142-147","","","8","","Phoenix","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: earp_AthensMiletosCa_1954","","","","10 politische Geschichte; 10-03 Geschichte: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHCURTI9","book","1954","Massow, Wilhelm von","Baukunst der römischen Kaiserzeit","","","","","","","1954","2021-12-13 09:44:46","2022-12-15 17:36:49","","","8-25, 35-38","","","","","","","","","","Staatliche Museen zu Berlin","Berlin","","","","","","","","Citation Key: massow_BaukunstRomischenKaiserzeit_1954","","","","02 Allgemeine Darstellungen / Topographie; 07 Architektur; 02-07 Topographie: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQUIYW5Y","journalArticle","1954","Myres, John Linton","The Battle of Lade, 494 B.C. (Herodotus VI, 6–17)","Greece and Rome","","","","","","1954","2021-12-13 09:39:41","2022-12-15 17:36:48","","50-55","","2","1","","GaR","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: myres_BattleLade494_1954","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W6ZS8ND","journalArticle","1951","Schehl, Francis W.","Probuleutic Commissioners in Miletus During the Hellenistic Period","Transactions of the American Philosophical Society","","","","","","1951","2021-12-13 09:32:59","2022-12-15 17:36:49","","111-126","","","82","","TransactAmPhilosSoc","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: schehl_ProbuleuticCommissionersMiletus_1951","","","","10 politische Geschichte; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6E3EM49Q","dictionaryEntry","1950","Keil, Josef","Pityussa Nr. 2","Paulys Realencyclopädie der classischen Altertumswissenschaft","","","","","","1950","2021-12-13 09:30:37","2022-12-15 17:36:49","","1884","","","20,2","","","","","","","","","","","","","","","","","Citation Key: keil_PityussaNr_1950","","","","12 Lexikonbeiträge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UVV9R837","dictionaryEntry","1949","Ruge, Walther","Panormos Nr. 2","Paulys Realencyclopädie der classischen Altertumswissenschaft","","","","","","1949","2021-12-13 09:11:28","2022-12-15 17:36:50","","654–655","","","18,3","","","","","","","","","","","","","","","","","Citation Key: ruge_PanormosNr_1949","","","","07 Architektur; 12 Lexikonbeiträge; 07-08 Architektur: Häfen und maritime Infrastruktur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA6SC3S2","book","1941","Krischen, Fritz; von Gerkan, Armin; Wulzinger, Karl","Antike Rathäuser","","","","","","","1941","2021-12-13 09:02:24","2022-12-15 17:36:51","","","7–15","","","","","","Studien zur Bauforschung","4","","","Gebr. Mann Verlag","Berlin","","","","","","","","Citation Key: krischen_AntikeRathauser_1941","","","","07 Architektur; 07-06 Architektur: Bouleuterion","","","","","von Gerkan, Armin; Wulzinger, Karl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JDP2N9K","journalArticle","1979","Graf, Fritz","Apollon Delphinios","Museum Helveticum","","","","","","1979","2021-10-26 13:50:40","2022-12-20 09:58:05","","2-22","","","36","","MusHelv","","","","","","","","","","","","","","","Citation Key: graf_ApollonDelphinios_1979","","","","Heiligtum; Apollon; Apollon Delphinios; Delphinion; 08 Kulte und Kulteinrichtungen; 08-02 Kulte: Apollon Delphinios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVT24XXI","journalArticle","1977","Hommel, Peter","Bericht über die Arbeiten in Milet im Herbst 1975","Türk Arkeoloji Dergisi","","","","","","1977","2021-11-30 14:53:17","2022-12-15 17:36:25","","33-38","","2","24","","TAD","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: hommel_BerichtUberArbeiten_1977","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4DRVMJC","journalArticle","1975","Hommel, Peter","Die Grabungs-Kampagne in Milet im Herbst 1973","Türk Arkeoloji Dergisi","","","","","","1975","2021-11-30 14:53:17","2022-12-15 17:41:54","","37-40","","1","22","","TAD","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: hommel_GrabungsKampagneMiletIm_1975","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GV6ADLUA","journalArticle","1972","Kleiner, Gerhard","Die Grabung in Milet im Herbst 1970","Türk Arkeoloji Dergisi","","","","","","1972","2021-10-26 13:49:34","2022-12-15 17:41:47","","121-126","","1","19","","TAD","","","","","","","","","","","","","","","Citation Key: kleiner_GrabungMiletIm_1972a","","","","Dionysosheiligtum; Athenatempel; Michaelskirche; Değirmentepe; 01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KILQ3THU","journalArticle","1969","Kleiner, Gerhard","Die Grabung in Milet im Herbst 1968","Türk Arkeoloji Dergisi","","","","","","1969","2021-12-13 12:12:41","2022-12-15 17:36:38","","75-78","","1","17","","TAD","","","","","","","","","","","","","","","Citation Key: kleiner_GrabungMiletIm_1969","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS43ZLTE","journalArticle","1966","Laubscher, Hans Peter","Ein ostionischer Frauenkopf","Istanbuler Mitteilungen","","","","","","1966","2021-12-13 11:49:04","2022-12-15 17:36:41","","95-99","","","16","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: laubscher_OstionischerFrauenkopf_1966","","","","03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GC2G2X2Z","journalArticle","1966","Lifshitz, Baruch","Le Culte d’Apollon Delphinios à Olbia","Hermes. Zeitschrift für klassische Philologie","","","","","","1966","2021-12-13 11:44:41","2022-12-15 17:36:41","","236-238","","","94","","Hermes","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: lifshitz_CulteApollonDelphinios_1966","","","","08 Kulte und Kulteinrichtungen; 08-02 Kulte: Apollon Delphinios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVQBJ9A6","journalArticle","1966","Peek, Werner","Ein milesisches Polyandrion","Wiener Studien","","","","","","1966","2021-12-13 11:43:00","2022-12-15 17:36:41","","218-230","","","79","","WSt","","","","","","","","","","","","","","","Citation Key: peek_MilesischesPolyandrion_1966","","","","09 Gräber und Bestattungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJT3R2Q2","journalArticle","1966","Tölle, Renate","Eine archaische Gußform","Antike und Abendland","","","","","","1966","2021-12-13 11:37:03","2022-12-15 17:36:40","","91-94","","","12","","AuA","","","","","","","","","","","","","","","Citation Key: tolle_ArchaischeGussform_1966","","","","03 Funde aus Milet; 03-07 Funde: Metalle; 03-02 Funde: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6RZTXZU","journalArticle","1958","Weickert, Carl","Bericht über die Ausgrabungen in Milet im Jahre 1957","Türk Arkeoloji Dergisi","","","","","","1958","2021-12-13 09:56:06","2022-12-15 17:36:48","","31-32","","1","8","","TAD","","","","","","","","","","","","","","","Citation Key: weickert_BerichtUberAusgrabungen_1958","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JLZY26EH","journalArticle","1949","Robert, Louis","Le culte de Caligula à Milet et le province d´Asie","Hellenika. Jahrbuch für die Freunde Griechenlands","","","","","","1949","2021-12-13 09:15:28","2022-12-15 17:36:50","","206-238","","","7","","HellenikaJb","","","","","","","","","","","","","","","Citation Key: robert_CulteCaligulaMilet_1949","","","","08 Kulte und Kulteinrichtungen; 08-10 Kulte: Kaiserkult; 10 politische Geschichte; 10-05 Geschichte: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFEMQMMH","journalArticle","1980","Müller-Wiener, Wolfgang","Milet 1978–1979. Arbeiten im Stadtgebiet. Grabungen im Bischofspalast","Istanbuler Mitteilungen","","","","","","1980","2021-12-13 16:58:25","2022-12-15 17:36:14","","","","","30","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet19781979_1980a","","","","01 Grabungs und Arbeitsberichte; 07 Architektur; 08 Kulte und Kulteinrichtungen; 07-01 Architektur: Varia; 08-08 Kulte: Demeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FILLEV9L","journalArticle","1980","Voigtländer, Walter","Grabung westlich des Bouleuterion","Istanbuler Mitteilungen","","","","","","1980","2021-10-26 13:49:34","2022-12-15 17:36:13","","39-47","","","30","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: voigtlander_GrabungWestlichBouleuterion_1980","","","","Westlich Bouleuterion; 01 Grabungs und Arbeitsberichte; 07 Architektur; 07-12 Architektur: Werkstätten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4JH4SIA","bookSection","1979","Balcer, Jack Martin","Imperialism and Stasis in Fifth c. BC Ionia: A Frontier Redefined","Akrtouros: Hellenic Studies Presented to Bernard M. W. Knox on the Occasion of his 65th Birthday","","","","","","1979","2021-12-13 16:51:07","2022-12-15 17:36:21","","261-268","","","","","","","","","","","","Berlin","","","","Literatursammlung Miletserver","","","","Citation Key: balcer_ImperialismStasisFifth_1979","","","","10 politische Geschichte; 10-03 Geschichte: klassische Zeit","","Bowerstock, G. W.; Burkhart, W.; Putnm, M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BW8MXKI","journalArticle","1979","Hommel, Peter","Zur Fundsituation des ionischen Kapitells von Yeniköy","Istanbuler Mitteilungen","","","","","","1979","2021-12-13 16:43:59","2022-12-15 17:36:21","","205-207","","","29","","IstMitt","","","","","","","","","","","","","","","Citation Key: hommel_ZurFundsituationIonischen_1979","","","","Kapitell; 03 Funde aus Milet; 03-03 Funde: Bauteile, Bauornamentik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QCNH68Y","journalArticle","1979","Kleine, Jürgen","Milet. Bericht über die Arbeiten im Südschnitt an der hellenistischen Stadtmauer 1968-1973","Istanbuler Mitteilungen","","","","","","1979","2021-10-26 13:49:34","2022-12-15 17:36:20","","109-159","","","29","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: kleine_MiletBerichtUber_1979","","","","Archaisch; Keramik; 01 Grabungs und Arbeitsberichte; 07 Architektur; 07-02 Architektur: Stadtmauern und Wehranlagen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJ6259GV","journalArticle","1979","Koenigs, Wolf","Milet 1977. Archaische Bauglieder aus Milet: Ionische Kapitelle","Istanbuler Mitteilungen","","","","","","1979","2021-12-13 16:39:53","2022-12-15 17:36:20","","187-198","","","29","","IstMitt","","","","","","","","","","","","","","","Citation Key: koenigs_Milet1977Archaische_1979","","","","Archaisch; Kapitell; 03 Funde aus Milet; 03-03 Funde: Bauteile, Bauornamentik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQSTTJSL","journalArticle","1979","Müller-Wiener, Wolfgang; Henninger, F. J.; Koenigs, Wolf; Kossatz, Anne Ulrike; Philipp, Hanna","Milet 1977. Vorbericht über die Arbeiten des Jahres 1977","Istanbuler Mitteilungen","","","","","","1979","2021-12-13 16:34:00","2022-12-15 17:36:19","","161-207","","","29","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet1977Vorbericht_1979","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZJ3Z7Q9","journalArticle","1979","Müller-Wiener, Wolfgang","Milet 1977. Arbeiten im Stadtgebiet. Arbeiten im Nordkomplex","Istanbuler Mitteilungen","","","","","","1979","2021-12-13 16:31:38","2022-12-15 17:36:19","","170-173","","","29","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet1977Arbeiten_1979a","","","","01 Grabungs und Arbeitsberichte; 07 Architektur; 07-05 Architektur: Platzanlagen und angrenzende Bauten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46P4URBB","journalArticle","1979","Philipp, Hanna","Eine spätantike Ehreninschrift aus Milet","Istanbuler Mitteilungen","","","","","","1979","2021-12-13 16:28:18","2022-12-15 17:36:19","","199-203","","","29","","IstMitt","","","","","","","","","","","","","","","Citation Key: philipp_SpatantikeEhreninschriftAus_1979","","","","Spätantik; 03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNI97VYM","bookSection","1979","Piérart, Marcel","La constitution de Milet à la lumière des institutions de ses colonies","Actes du VIIe congrès international d’épigraphie grecque et latine, Constantza 9-15 septembre 1977","","","","","","1979","2021-12-13 16:24:40","2022-12-15 17:36:19","","439-440","","","","","","","","","","","","Paris","","","","","","","","Citation Key: pierart_ConstitutionMiletLumiere_1979","","","","03 Funde aus Milet; 10 politische Geschichte; 10-02 Geschichte: archaische Zeit; 03-08 Funde: Inschriften","","Pippidi, Dionisie M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6V9J5LWV","journalArticle","1979","Schiering, Wolfgang","Milet. Eine Erweiterung der Grabung östlich des Athenatempels","Istanbuler Mitteilungen","","","","","","1979","2021-12-01 17:18:23","2022-12-15 17:36:18","","77-108","","","29","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: schiering_MiletErweiterungGrabung_1979","","","","Keramik; Athena; 01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDD9XTNR","book","1979","Tuchelt, Klaus","Frühe Denkmäler Roms in Kleinasien","","","","","","","1979","2021-12-13 16:20:08","2022-12-15 17:36:18","","","16. 23-24. 56. 85. 94. 109. 113-114. 117. 128","","","","","","Beiträge zur archäologischen Überlieferung aus der Zeit der Republik und des Augustus","","","","","Tübingen","","","","","","","","Citation Key: tuchelt_FruheDenkmalerRoms_1979","","","","02 Allgemeine Darstellungen / Topographie; 07 Architektur; 10 politische Geschichte; 07-01 Architektur: Varia; 02-07 Topographie: Kaiserzeit; 10-05 Geschichte: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPPHS8FA","book","1978","Akurgal, Ekrem","Ancient Civilizations and Ruins of Turkey","","","","","","","1978","2021-12-13 16:10:32","2022-12-15 17:36:24","","","206-222","","","","","","","","","","","Istanbul","","","","Literatursammlung Miletserver","","","","Citation Key: akurgal_AncientCivilizationsRuins_1978","","","","02 Allgemeine Darstellungen / Topographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIBVBQDW","journalArticle","1978","Brown, Truesdell S.","Aristodicus of Cyme and the Branchidae","American Journal of Philology","","","","","","1978","2021-12-13 16:06:00","2022-12-15 17:36:24","","64-78","","","99","","AJPh","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: brown_AristodicusCymeBranchidae_1978","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8S8L6RY","bookSection","1978","von Graeve, Volkmar","Zur milesischen Keramik im 8. und 7. Jh. v. Chr.","Les céramiques de la Grèce de l'Est et leur diffusion en Occident. Colloque International du C.N.R.S.","978-2-903189-14-3 978-2-918887-26-3","","","https://doi.org/10.4000/books.pcjb.1540","","1978","2021-10-26 13:51:32","2023-01-27 10:48:06","","34-39","","","","","","","","","","","Publications du Centre Jean Bérard","Bonn","fr","","","","","","","Citation Key: vongraeve_ZurMilesischenKeramik_1978","","","","Geometrisch; Archaisch; Keramik; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-04 Keramik: archaische Zeit; 03-05-03 Keramik: geometrische Zeit","","Centre Jean Bérard; Institut français de Naples","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JL8NWIQ","book","1978","Haugsted, Ida","Hippodamos fra Milet: antikke græske byplaner fra det 5. årh. f. Kr.","","","","","","","1978","2021-12-13 16:00:43","2022-12-15 17:36:24","","","","","","","","","","","","","SAGA Egmont","Kopenhagen","","","","Literatursammlung Miletserver","","","","Citation Key: haugsted_HippodamosFraMilet_1978","","","","02 Allgemeine Darstellungen / Topographie; 02-05 Topographie: klassische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XBCEMHN","bookSection","1978","Hommel, Peter","Fundzusammenhänge archaisch-milesischer Keramik des 6. Jhs. v. Chr.","Les céramiques de la Grèce de l'Est et leur diffusion en Occident. Colloque International du C.N.R.S.","","","","https://doi.org/10.4000/books.pcjb.1542","","1978","2021-10-26 13:51:32","2022-12-15 17:42:01","","40","","","","","","","","","","","","Naples","","","","","","","","Citation Key: hommel_FundzusammenhangeArchaischmilesischerKeramik_1978","","","","Archaisch; Keramik; 03 Funde aus Milet; 03-05 Funde: Keramik; 03-05-04 Keramik: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA548ALQ","journalArticle","1978","Kellermann, Diether","Überlieferungsprobleme alttestamentlicher Ortsnamen","Vetus Testamentum","","","","","","1978","2021-12-13 15:53:21","2022-12-15 17:36:23","","423-432","","4","28","","","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: kellermann_UberlieferungsproblemeAlttestamentlicherOrtsnamen_1978","","","","10 politische Geschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UW49TVNV","journalArticle","1978","Müller-Wiener, Wolfgang; Real, Willi; Feld, Otto","Milet 1973–1975. Vorbericht über die Arbeiten der Jahre 1973 und 1975","Istanbuler Mitteilungen","","","","","","1978","2021-12-13 15:49:52","2022-12-15 17:36:22","","94-125","","","27,28","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet19731975_1978","","","","01 Grabungs und Arbeitsberichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
